Example rect
0.001000 0.000000
    32    46    2    1    0    2    0    0    0    0    1
    0
    1      100.00000        0.00000        0.00000
    2      100.00000       25.00000        0.00000
    3       84.29935       15.70691        0.00000
    4        0.00000        0.00000        0.00000
    5       25.00000        0.00000        0.00000
    6        0.00000       25.00000        0.00000
    7      100.00000       50.00000        0.00000
    8       50.00000        0.00000        0.00000
    9       40.78432       22.98479        0.00000
   10      100.00000       75.00000        0.00000
   11       77.02547       59.23599        0.00000
   12       75.00000        0.00000        0.00000
   13      100.00000      100.00000        0.00000
   14       75.00000      100.00000        0.00000
   15       50.00000      100.00000        0.00000
   16       59.14636       77.11356        0.00000
   17        0.00000      100.00000        0.00000
   18        0.00000       75.00000        0.00000
   19       15.67021       84.33596        0.00000
   20        0.00000       50.00000        0.00000
   21       25.00000      100.00000        0.00000
   22       22.90392       40.86430        0.00000
   23       17.73765       17.76982        0.00000
   24       81.21871       34.68381        0.00000
   25       65.33047       18.78665        0.00000
   26       82.23437       82.26991        0.00000
   27       18.73262       65.38500        0.00000
   28       55.98699       56.11709        0.00000
   29       43.91137       44.02670        0.00000
   30       34.62506       81.27625        0.00000
   31       60.70956       39.30584        0.00000
   32       39.21772       60.79715        0.00000
    1    1    2    3    1    25.00000000    18.24477916    22.20850302
    2   23    6    4    1    19.15462548    25.00000000    25.10757963
    3   24    3    2    1    19.22531965    18.24477916    21.13085632
    4    5    8    9    1    25.00000000    24.76346719    27.88270716
    5    7   10   11    1    25.00000000    27.86275099    24.76150980
    6   25    8   12    1    24.24791627    25.00000000    21.12907733
    7   26   10   13    1    19.19555474    25.00000000    25.09927852
    8    3   12    1    1    18.25335500    25.00000000    22.20850302
    9   14   15   16    1    25.00000000    24.64639634    27.84109913
   10   17   18   19    1    25.00000000    18.24049460    22.15665609
   11   27   19   18    1    19.19681255    18.24049460    21.05610131
   12   30   15   21    1    24.22741416    25.00000000    21.05280807
   13   20    6   22    1    25.00000000    27.86153865    24.65867890
   14   19   21   17    1    18.23203303    25.00000000    22.15665609
   15    5    9   23    1    27.88270716    23.62932706    19.19656687
   16    7   11   24    1    24.76150980    24.90768552    24.23474070
   17    9    8   25    1    24.76346719    24.24791627    24.90256745
   18   11   10   26    1    27.86275099    19.19555474    23.61554785
   19   20   22   27    1    24.65867890    24.87296356    24.24065124
   20   14   16   26    1    27.84109913    23.65679444    19.14920698
   21   22    6   23    1    27.86153865    19.15462548    23.66527739
   22   13   14   26    1    25.00000000    19.14920698    25.09927852
   23    4    5   23    1    25.00000000    19.19656687    25.10757963
   24   26   16   11    1    23.65679444    25.28379620    23.61554785
   25   22   23    9    1    23.66527739    23.62932706    25.28607657
   26   11   16   28    1    25.28379620    21.23284391    21.26840759
   27   22    9   29    1    25.28607657    21.27299948    21.24415297
   28   16   15   30    1    24.64639634    24.22741416    24.87211307
   29   31   29    9    1    17.44894070    21.27299948    25.75638963
   30    2    7   24    1    25.00000000    24.23474070    21.13085632
   31   12    3   25    1    18.25335500    19.21725896    21.12907733
   32   25    3   24    1    19.21725896    19.22531965    22.47567173
   33   24   31   25    1    21.02352073    21.03306946    22.47567173
   34   31   24   11    1    21.02352073    24.90768552    25.75694287
   35    9   25   31    1    24.90256745    21.03306946    25.75638963
   36   11   28   31    1    21.26840759    17.46197908    25.75694287
   37   28   32   29    1    17.41009743    17.41488645    17.08795023
   38   29   32   22    1    17.41488645    25.75769379    21.24415297
   39   29   31   28    1    17.44894070    17.46197908    17.08795023
   40   18   20   27    1    25.00000000    24.24065124    21.05610131
   41   32   28   16    1    17.41009743    21.23284391    25.75608837
   42   30   19   27    1    19.20021863    19.19681255    22.47446557
   43   32   27   22    1    20.99256236    24.87296356    25.75769379
   44   16   30   32    1    24.87211307    20.98775834    25.75608837
   45   27   32   30    1    20.99256236    20.98775834    22.47446557
   46   21   19   30    1    18.23203303    19.20021863    21.05280807
    1    1 2.00000e-01 2.40000e+07 1.00000e+00 0.00000e+00 0.00000e+00
    1    1    1    0
    4    1    1    0
   17      100.00000        0.00000        0.00000
  500        0.00000        0.00000        0.00000
